figure,evidence_tier,dataset,model,metric,value,source,note
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3334218023219241,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3327612340493985,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3322807750437966,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3315205647754879,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3306405472921486,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3302663698792457,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.329555719485643,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3290125883263576,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3285622547361508,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3282296998759518,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3282957644144461,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3275364885756697,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 37
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3275817619041264,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 38
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3272958445365478,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 39
08_v13_training_curves,training,Training/locked validation,Seed 1202,train_loss_total,0.3273375757497426,checkpoints/v12/full/gru_matched_time1_seed1202/metrics.csv,Epoch 40
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.6471226776347441,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.4691637509009417,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.4154187844080083,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3996818801935981,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3988677508690778,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3879476312328787,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3783754907986697,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3791911856216542,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3740694294957554,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3710565102450988,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3658650368452072,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3647041127962224,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3693163175793255,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.362115682924495,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.366708945702104,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3569265919573167,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3558031408225788,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3549936825738233,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3535093349568984,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.355078646365334,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3533005889724283,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3511068891076481,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3519999612780178,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3530511522994322,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3487951019231011,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3486730859560125,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3473488565753488,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3480184569078333,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 28
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.349749240805121,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 29
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3460041372215046,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 30
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3447433780221378,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 31
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3453796628643484,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 32
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3458114459234125,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 33
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3442964106798172,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 34
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3446499004083521,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 35
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3453017271616879,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 36
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3443481273510876,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 37
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3448724597692489,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 38
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3450640553937238,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 39
08_v13_training_curves,training,Training/locked validation,Seed 1200,val_loss_total,0.3448161368860918,checkpoints/v12/full/gru_matched_time1_seed1200/metrics.csv,Epoch 40
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.608458012342453,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 1
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.5460416236344505,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 2
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.4226716265958898,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 3
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.4113687802763546,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 4
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.4096969129408107,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 5
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3906919158556882,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 6
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3961948016110588,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 7
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.397619292140007,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 8
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3765183827456306,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 9
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3737217617385527,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 10
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3758102716768489,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 11
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3742987522307564,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 12
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3664812620948343,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 13
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3623801092891132,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 14
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3635535257704118,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 15
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3611765118206249,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 16
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3596774550045238,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 17
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3580311694565941,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 18
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3563673417357837,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 19
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3555085369769264,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 20
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3548824007020277,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 21
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3547299399095423,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 22
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3500596065731609,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 23
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3510432532605003,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 24
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3502101530047024,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 25
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3507610138724832,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 26
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3483281503705417,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 27
08_v13_training_curves,training,Training/locked validation,Seed 1201,val_loss_total,0.3491789803785436,checkpoints/v12/full/gru_matched_time1_seed1201/metrics.csv,Epoch 28
